pensioner_id,name,dob,gender,join_date,retirement_date,years_of_service,monthly_pension,pension_type,lump_sum,region,last_contribution,spouse_count,beneficiary_name,payment_method,bank_account_mask,inflation_index,active_flag,created_at,age_at_retirement,pension_status,beneficiary_name_missing,data_issue_flag
P003706,Patricia Rodriguez,1947-08-13,M,1978-10-17,2005-11-24,27,1194.82,Defined Benefit,0.0,South,2004-03-25,0,J***,Direct Deposit,****1003,1.0263,0,2024-10-05T17:10:26.816828,58.0,Active,0,1
P003707,Linda Williams,1961-11-22,F,1991-06-13,2019-03-27,27,1132.17,Defined Benefit,33965.1,South,2019-03-08,0,W***,Bank Transfer,****8783,0.9998,0,2023-12-17T17:10:26.817116,57.0,Active,0,1
P003708,Sarah Johnson,1958-05-14,M,1985-03-07,2020-01-04,34,1469.15,Defined Contribution,0.0,South,2019-12-28,1,M***,Bank Transfer,****8441,1.0126,0,2022-12-01T17:10:26.817395,61.0,Active,0,1
P003709,Susan Jones,1939-12-19,M,1963-08-06,1998-10-26,35,1759.33,Defined Benefit,0.0,South,1998-01-17,1,R***,Bank Transfer,****5249,1.0221,0,2024-12-10T17:10:26.817657,58.0,Active,0,1
P003710,James Miller,1965-11-24,M,1992-05-10,2027-08-22,35,1731.95,Defined Benefit,0.0,North,2026-02-15,0,Beneficiary Not Registered,Bank Transfer,****6461,1.0151,1,2025-06-01T17:10:26.817987,61.0,Active,1,1
P003711,Thomas Jackson,1975-07-30,F,2003-12-28,2040-11-23,36,3012.71,Defined Benefit,0.0,North,2039-11-26,0,S***,Bank Transfer,****5086,1.0149,1,2023-03-03T17:10:26.818269,65.0,Active,0,1
P003712,Joseph Martin,1948-11-21,M,1968-11-10,2013-08-09,44,1683.51,Defined Contribution,0.0,South,2012-02-10,0,J***,Bank Transfer,****1406,1.0162,0,2021-11-02T17:10:26.818533,64.0,Active,0,1
P003713,Joseph Hernandez,1937-09-24,M,1964-02-28,2003-02-24,39,1654.41,Defined Benefit,0.0,North,2002-11-22,0,P***,Bank Transfer,****7659,1.0346,0,2023-09-04T17:10:26.819389,65.0,Active,0,1
P003714,James Smith,1942-04-20,M,1962-04-18,2004-11-02,42,1444.75,Defined Benefit,34674.0,West,2003-03-07,1,Beneficiary Not Registered,Bank Transfer,****4231,1.0064,0,2022-10-17T17:10:26.819747,62.0,Active,1,1
P003715,Sarah Jackson,1938-02-27,M,1967-10-29,2000-11-05,33,1367.84,Defined Benefit,34196.0,West,2000-04-03,0,R***,Bank Transfer,****4989,1.0173,0,2024-03-05T17:10:26.820224,62.0,Active,0,1
P003716,James Martinez,1960-03-01,F,1993-09-12,2018-06-09,24,2652.75,Defined Contribution,0.0,West,2018-03-29,1,M***,Direct Deposit,****9403,1.0052,0,2022-05-19T17:10:26.820555,58.0,Active,0,1
P003717,Charles Taylor,1956-11-17,M,1975-11-03,2016-09-12,40,1761.91,Defined Contribution,0.0,North,2016-01-22,2,Beneficiary Not Registered,Direct Deposit,****8428,1.0238,0,2022-08-27T17:10:26.820829,59.0,Active,1,1
P003718,Michael Johnson,1973-03-15,F,2004-11-19,2034-12-19,30,1566.5,Defined Contribution,0.0,North,2033-02-20,0,J***,Direct Deposit,****3679,1.0123,1,2023-08-06T17:10:26.821265,61.0,Active,0,1
P003719,Susan Davis,1950-08-15,M,1984-07-20,2020-04-20,35,1271.03,Defined Benefit,0.0,Central,2018-12-15,0,W***,Bank Transfer,****2212,1.0073,0,2024-03-18T17:10:26.821627,69.0,Active,0,1
P003720,Susan Garcia,1937-10-22,M,1963-10-02,2003-01-18,39,1900.87,Defined Benefit,0.0,Central,2001-04-02,0,C***,Cheque,****5474,1.0339,0,2020-12-11T17:10:26.822039,65.0,Active,0,1
P003721,Thomas Garcia,1939-03-28,M,1966-06-25,1995-04-14,28,1075.49,Defined Benefit,0.0,West,1994-07-23,0,Beneficiary Not Registered,Bank Transfer,****7546,1.0211,0,2024-03-04T17:10:26.822363,56.0,Active,1,1
P003722,James Martin,1960-03-24,F,1978-01-21,2020-11-06,42,1520.99,Defined Benefit,0.0,West,2019-11-16,0,S***,Bank Transfer,****2059,1.0242,0,2021-11-30T17:10:26.822721,60.0,Active,0,1
P003723,Sarah Lopez,1959-12-18,F,1980-12-30,2023-01-11,42,1742.07,Defined Contribution,0.0,South,2021-04-23,0,Beneficiary Not Registered,Cheque,****8920,1.0297,0,2021-04-29T17:10:26.822939,63.0,Active,1,1
P003724,Robert Jones,1942-06-28,F,1969-09-02,2003-04-05,33,1830.09,Defined Benefit,0.0,South,2002-08-16,0,Beneficiary Not Registered,Bank Transfer,****4075,1.0388,0,2024-05-14T17:10:26.823259,60.0,Active,1,1
P003725,Patricia Moore,1946-08-10,M,1965-10-29,2011-09-07,45,1632.6,Defined Contribution,0.0,North,2010-10-27,0,Beneficiary Not Registered,Bank Transfer,****8456,1.0314,0,2024-11-18T17:10:26.823547,65.0,Active,1,1
P003726,Mary Johnson,1938-07-25,M,1967-02-20,1996-12-12,29,839.87,Defined Contribution,0.0,South,1996-01-11,1,S***,Bank Transfer,****2731,1.0119,0,2024-03-05T17:10:26.823840,58.0,Active,0,1
P003727,Thomas Jackson,1952-03-01,M,1980-06-02,2011-02-13,30,1597.6,Defined Benefit,0.0,East,2009-10-23,0,L***,Direct Deposit,****7133,1.0183,0,2025-08-08T17:10:26.824125,58.0,Active,0,1
P003728,Susan Williams,1951-05-18,F,1971-09-24,2016-02-24,44,1805.16,Defined Benefit,0.0,South,2015-06-05,0,W***,Bank Transfer,****4280,1.018,0,2024-01-23T17:10:26.824537,64.0,Active,0,1
P003729,Thomas Taylor,1971-03-01,M,2003-01-27,2037-09-22,34,1240.38,Defined Contribution,0.0,North,2036-04-15,0,R***,Cheque,****3116,1.0214,1,2024-02-18T17:10:26.824892,66.0,Active,0,1
P003730,John Jones,1942-03-02,M,1969-06-23,2009-10-30,40,2776.7,Defined Benefit,0.0,East,2009-06-08,1,M***,Bank Transfer,****6134,1.009,0,2023-04-26T17:10:26.825195,67.0,Active,0,1
P003731,Thomas Moore,1941-11-03,M,1959-01-20,2001-11-02,42,1856.32,Defined Benefit,0.0,North,2001-07-11,0,M***,Bank Transfer,****1719,1.0092,0,2023-06-21T17:10:26.825582,60.0,Active,0,1
P003732,David Smith,1936-03-14,M,1956-06-05,1992-06-17,36,1657.73,Defined Contribution,0.0,East,1992-01-03,0,J***,Bank Transfer,****6588,0.998,0,2025-07-17T17:10:26.825936,56.0,Active,0,1
P003733,Joseph Moore,1960-06-12,F,1987-07-09,2015-11-17,28,1863.04,Defined Benefit,0.0,East,2014-06-03,0,S***,Cheque,****5708,1.0226,0,2022-10-15T17:10:26.826223,55.0,Active,0,1
P003734,Sarah Hernandez,1939-01-30,M,1957-04-21,1998-10-10,41,1547.75,Defined Benefit,0.0,West,1996-12-02,0,Beneficiary Not Registered,Direct Deposit,****9556,1.0138,0,2021-12-16T17:10:26.826503,59.0,Active,1,1
P003735,Jennifer Brown,1945-01-26,M,1969-04-27,2007-09-03,38,1619.29,Defined Contribution,0.0,North,2006-02-26,1,K***,Bank Transfer,****8448,1.0123,0,2025-10-28T17:10:26.826857,62.0,Active,0,1
P003736,Robert Martinez,1969-10-14,F,1999-04-10,2039-06-29,40,2417.27,Defined Benefit,0.0,Central,2037-11-15,2,Beneficiary Not Registered,Bank Transfer,****5441,1.0196,1,2021-02-22T17:10:26.827127,69.0,Active,1,1
P003737,Robert Hernandez,1947-02-04,F,1969-10-06,2016-11-18,47,2006.42,Defined Benefit,0.0,North,2015-11-04,0,Beneficiary Not Registered,Direct Deposit,****7248,1.014,0,2022-07-07T17:10:26.827351,69.0,Active,1,1
P003738,James Jones,1940-10-22,M,1972-09-28,2002-02-12,29,1418.97,Defined Contribution,18446.61,North,2000-11-10,0,Beneficiary Not Registered,Cheque,****6943,1.021,0,2022-06-16T17:10:26.827616,61.0,Active,1,1
P003739,Jessica Davis,1946-05-31,M,1979-10-08,2013-10-18,34,1997.49,Defined Benefit,0.0,East,2012-02-28,0,B***,Bank Transfer,****5791,1.0283,0,2022-06-07T17:10:26.827998,67.0,Active,0,1
P003740,Susan Thomas,1943-07-01,F,1966-04-12,2002-02-24,35,1813.7,Defined Benefit,0.0,North,2001-07-24,1,J***,Cheque,****3299,1.0079,0,2024-04-24T17:10:26.828308,58.0,Active,0,1
P003741,John Davis,1935-02-10,F,1965-06-12,1996-11-30,31,2230.88,Defined Contribution,0.0,East,1996-01-07,0,Beneficiary Not Registered,Bank Transfer,****8845,1.0057,0,2024-12-21T17:10:26.828558,61.0,Active,1,1
P003742,Karen Gonzalez,1971-06-25,M,1991-09-23,2031-06-29,39,1817.24,Defined Contribution,0.0,North,2030-11-08,1,J***,Bank Transfer,****3709,1.0137,1,2024-04-02T17:10:26.828859,60.0,Active,0,1
P003743,Karen Jones,1961-10-01,M,1988-01-22,2024-08-25,36,1731.81,Defined Benefit,0.0,North,2022-11-25,1,C***,Bank Transfer,****2626,1.0266,0,2021-10-02T17:10:26.829172,62.0,Active,0,1
P003744,Mary Brown,1942-04-10,M,1960-04-05,2003-07-05,43,1736.95,Defined Benefit,0.0,South,2001-07-31,0,T***,Bank Transfer,****3670,1.0177,0,2023-07-05T17:10:26.829458,61.0,Active,0,1
P003745,Robert Smith,1939-06-15,M,1973-12-03,1999-10-01,25,1547.32,Defined Contribution,0.0,East,1998-06-06,1,Beneficiary Not Registered,Cheque,****6926,1.0111,0,2024-09-23T17:10:26.829727,60.0,Active,1,1
P003746,James Smith,1971-09-17,F,1993-06-04,2038-03-06,44,1894.08,Defined Benefit,0.0,North,2036-04-20,1,C***,Bank Transfer,****3915,1.0175,1,2021-07-17T17:10:26.830088,66.0,Active,0,1
P003747,Richard Martin,1961-05-23,F,1994-10-28,2025-09-15,30,2075.52,Defined Contribution,0.0,North,2025-03-24,0,Beneficiary Not Registered,Bank Transfer,****4604,1.0217,0,2023-03-09T17:10:26.830343,64.0,Active,1,1
P003748,Sarah Johnson,1956-06-23,F,1985-08-10,2019-01-13,33,1980.13,Defined Contribution,0.0,West,2018-12-28,1,B***,Direct Deposit,****3430,1.0282,0,2021-09-20T17:10:26.830616,62.0,Active,0,1
P003749,Karen Jones,1975-09-14,F,2009-12-11,2033-12-29,24,2361.26,Defined Benefit,0.0,Central,2033-04-17,1,Beneficiary Not Registered,Bank Transfer,****3631,1.0044,1,2024-07-03T17:10:26.830910,58.0,Active,1,1
P003750,Karen Williams,1946-07-13,F,1966-05-04,2006-02-10,39,1801.49,Defined Contribution,0.0,South,2004-04-17,0,Beneficiary Not Registered,Bank Transfer,****6056,1.0206,0,2021-08-02T17:10:26.831190,59.0,Active,1,1
P003751,Charles Gonzalez,1953-01-29,M,1986-11-05,2014-09-18,27,1700.49,Defined Benefit,0.0,West,2014-08-09,0,L***,Bank Transfer,****7824,1.0065,0,2024-05-04T17:10:26.831497,61.0,Active,0,1
P003752,Jessica Johnson,1962-06-06,F,1993-01-18,2029-10-16,36,1495.67,Defined Benefit,0.0,South,2028-11-11,1,R***,Bank Transfer,****2581,1.0191,1,2025-02-26T17:10:26.831781,67.0,Active,0,1
P003753,James Moore,1953-04-12,M,1972-11-16,2017-05-30,44,2159.19,Defined Benefit,0.0,West,2016-12-09,0,R***,Bank Transfer,****3297,1.0065,0,2025-09-11T17:10:26.832116,64.0,Active,0,1
P003754,James Gonzalez,1973-04-27,M,1997-12-08,2040-09-29,42,1726.28,Defined Benefit,0.0,East,2038-11-11,0,T***,Bank Transfer,****9872,1.0284,1,2023-06-08T17:10:26.832438,67.0,Active,0,1
P003755,David Brown,1955-04-10,F,1986-06-05,2010-02-03,23,1018.28,Defined Benefit,0.0,South,2009-11-17,2,M***,Bank Transfer,****9700,1.0283,0,2024-05-28T17:10:26.832700,54.0,Active,0,1
P003756,Thomas Brown,1969-01-08,M,2001-05-31,2037-08-22,36,2022.38,Defined Benefit,0.0,Central,2036-10-24,0,D***,Bank Transfer,****6934,1.04,1,2025-10-22T17:10:26.832996,68.0,Active,0,1
P003757,Linda Martin,1974-10-14,M,1998-07-27,2031-07-28,33,1918.12,Defined Benefit,0.0,South,2029-08-13,1,R***,Direct Deposit,****2873,0.9976,1,2023-10-29T17:10:26.833957,56.0,Active,0,1
P003758,Susan Miller,1942-12-05,F,1962-03-28,2004-11-05,42,2538.08,Defined Benefit,0.0,South,2003-01-09,0,Beneficiary Not Registered,Direct Deposit,****5396,1.0152,0,2022-07-23T17:10:26.834973,61.0,Active,1,1
P003759,David Wilson,1937-04-08,F,1963-11-15,1997-04-16,33,1562.76,Defined Benefit,0.0,East,1995-07-11,0,M***,Direct Deposit,****3452,1.0182,0,2022-08-26T17:10:26.835370,60.0,Active,0,1
P003760,Karen Brown,1964-04-26,F,1988-11-17,2024-11-07,35,2453.28,Defined Benefit,0.0,South,2023-09-04,0,Beneficiary Not Registered,Bank Transfer,****8318,1.0193,0,2021-01-05T17:10:26.835619,60.0,Active,1,1
P003761,Elizabeth Lopez,1951-10-01,M,1970-12-06,2019-01-05,48,2436.63,Defined Benefit,17056.41,West,2017-12-05,0,P***,Bank Transfer,****1990,1.0036,0,2024-01-23T17:10:26.835953,67.0,Active,0,1
P003762,Jessica Thomas,1967-04-26,F,1994-12-31,2027-11-29,32,1143.98,Defined Contribution,0.0,West,2026-04-20,0,J***,Bank Transfer,****3659,1.0238,1,2020-12-10T17:10:26.836272,60.0,Active,0,1
P003763,Joseph Wilson,1949-11-16,M,1968-07-15,2018-09-07,50,1282.68,Defined Benefit,0.0,West,2017-10-17,1,Beneficiary Not Registered,Direct Deposit,****5039,1.0249,0,2021-03-09T17:10:26.836495,68.0,Active,1,1
P003764,Elizabeth Johnson,1975-02-01,F,2003-10-14,2030-06-18,26,2832.92,Defined Benefit,99152.2,North,2029-05-04,1,C***,Bank Transfer,****9755,1.0151,1,2024-05-28T17:10:26.836783,55.0,Active,0,1
P003765,Mary Davis,1949-04-08,M,1974-02-09,2011-03-30,37,1595.86,Defined Benefit,12766.88,North,2011-01-04,1,J***,Direct Deposit,****3651,1.0253,0,2022-07-14T17:10:26.837209,62.0,Active,0,1
P003766,Sarah Hernandez,1965-09-15,F,1995-08-24,2023-02-19,27,2147.62,Defined Benefit,0.0,North,2021-04-30,0,J***,Bank Transfer,****2422,1.002,0,2024-04-12T17:10:26.837532,57.0,Active,0,1
P003767,Charles Martinez,1937-10-27,F,1970-08-24,2006-11-15,36,1526.01,Defined Benefit,39676.26,South,2005-01-18,1,J***,Bank Transfer,****2238,1.0119,0,2024-12-17T17:10:26.837852,69.0,Active,0,1
P003768,Robert Miller,1972-01-15,M,1998-02-15,2038-12-08,40,1871.44,Defined Benefit,0.0,West,2037-01-25,0,T***,Bank Transfer,****5358,1.0188,1,2022-12-05T17:10:26.838250,66.0,Active,0,1
P003769,Charles Moore,1952-12-19,F,1970-10-13,2014-05-25,43,2269.33,Defined Benefit,0.0,East,2013-04-08,1,Beneficiary Not Registered,Bank Transfer,****4400,1.0041,0,2022-11-03T17:10:26.838516,61.0,Active,1,1
P003770,Robert Smith,1957-06-21,M,1978-03-27,2027-05-23,49,2125.1,Defined Contribution,0.0,South,2026-02-09,0,Beneficiary Not Registered,Bank Transfer,****6528,1.0322,1,2021-11-18T17:10:26.838762,69.0,Active,1,1
P003771,Michael Lopez,1946-12-13,F,1965-11-14,2011-09-14,45,1702.11,Defined Benefit,35744.31,North,2010-08-28,1,J***,Bank Transfer,****4824,1.0161,0,2024-09-08T17:10:26.839060,64.0,Active,0,1
P003772,Barbara Jones,1935-03-06,F,1967-05-20,2001-04-06,33,1866.37,Defined Contribution,24262.81,Central,2000-01-04,1,Beneficiary Not Registered,Bank Transfer,****6531,1.011,0,2024-05-13T17:10:26.839313,66.0,Active,1,1
P003773,Elizabeth Martinez,1964-04-07,F,1985-10-11,2030-05-16,44,2704.82,Defined Benefit,0.0,Central,2029-01-14,0,Beneficiary Not Registered,Direct Deposit,****1346,1.0191,1,2021-02-03T17:10:26.839572,66.0,Active,1,1
P003774,Charles Rodriguez,1962-11-01,M,1988-03-27,2024-03-03,35,2108.53,Defined Benefit,71690.02,North,2022-10-06,0,W***,Bank Transfer,****5294,1.0237,0,2022-01-20T17:10:26.839846,61.0,Active,0,1
P003775,David Taylor,1958-01-29,F,1983-07-03,2017-02-23,33,1558.35,Defined Benefit,0.0,North,2016-01-17,0,J***,Bank Transfer,****4882,1.0069,0,2021-02-28T17:10:26.840128,59.0,Active,0,1
P003776,Linda Moore,1975-12-10,M,2005-03-07,2043-05-04,38,1243.75,Defined Benefit,0.0,West,2043-04-10,1,Beneficiary Not Registered,Direct Deposit,****9021,1.0409,1,2024-12-20T17:10:26.840577,67.0,Active,1,1
P003777,Michael Williams,1941-05-01,F,1965-05-12,1997-09-15,32,2571.05,Defined Benefit,35994.7,East,1997-02-23,1,M***,Bank Transfer,****7421,1.0083,0,2022-11-13T17:10:26.841047,56.0,Active,0,1
P003778,Linda Wilson,1957-05-15,F,1986-08-14,2016-10-06,30,1314.05,Defined Benefit,0.0,North,2015-05-31,0,R***,Bank Transfer,****4251,1.0204,0,2023-02-25T17:10:26.841369,59.0,Active,0,1
P003779,Karen Anderson,1942-04-21,M,1976-02-09,2010-02-28,34,1732.28,Defined Benefit,0.0,East,2008-11-10,0,R***,Bank Transfer,****1912,1.019,0,2021-03-12T17:10:26.841669,67.0,Active,0,1
P003780,Richard Lopez,1949-12-07,F,1968-07-18,2016-08-11,48,1003.94,Defined Benefit,0.0,South,2016-01-30,0,Beneficiary Not Registered,Bank Transfer,****4008,1.0006,0,2025-02-15T17:10:26.841956,66.0,Active,1,1
P003781,Linda Davis,1968-11-20,F,1998-09-17,2030-08-10,31,1340.75,Defined Benefit,0.0,East,2030-01-07,0,R***,Bank Transfer,****4592,1.007,1,2025-05-22T17:10:26.842232,61.0,Active,0,1
P003782,John Taylor,1963-07-13,F,1984-08-21,2020-05-04,35,1902.09,Defined Benefit,0.0,South,2019-11-15,0,Beneficiary Not Registered,Bank Transfer,****8538,1.0157,0,2022-03-22T17:10:26.842525,56.0,Active,1,1
P003783,Barbara Brown,1949-02-17,M,1970-02-10,2006-05-31,36,2370.32,Defined Benefit,16592.24,South,2006-02-20,0,Beneficiary Not Registered,Bank Transfer,****9238,1.0141,0,2021-10-22T17:10:26.842835,57.0,Active,1,1
P003784,Jessica Taylor,1960-09-08,F,1986-12-28,2014-09-02,27,2127.58,Defined Benefit,0.0,Central,2014-05-20,1,J***,Direct Deposit,****5238,1.007,0,2025-08-27T17:10:26.843125,54.0,Active,0,1
P003785,Elizabeth Rodriguez,1974-07-16,F,1994-11-14,2029-07-10,34,2277.19,Defined Benefit,0.0,West,2029-03-25,0,Beneficiary Not Registered,Bank Transfer,****1526,1.0107,1,2023-09-01T17:10:26.843342,55.0,Active,1,1
P003786,Karen Jones,1955-11-29,M,1982-03-01,2015-12-11,33,1406.38,Defined Benefit,0.0,South,2013-12-16,0,Beneficiary Not Registered,Cheque,****8174,1.0091,0,2025-07-27T17:10:26.843716,60.0,Active,1,1
P003787,James Hernandez,1952-02-02,F,1982-07-08,2016-04-21,33,1862.02,Defined Contribution,0.0,West,2014-12-06,0,M***,Cheque,****3910,1.0022,0,2021-12-27T17:10:26.844033,64.0,Active,0,1
P003788,Sarah Miller,1948-12-20,M,1971-11-18,2018-01-09,46,1815.07,Defined Contribution,0.0,Central,2017-10-31,0,Beneficiary Not Registered,Cheque,****2504,1.0208,0,2023-11-17T17:10:26.844257,69.0,Active,1,1
P003789,Karen Wilson,1965-04-21,M,1987-06-15,2031-06-01,43,2136.68,Defined Benefit,0.0,East,2030-03-03,0,Beneficiary Not Registered,Bank Transfer,****6094,1.0133,1,2025-08-29T17:10:26.844474,66.0,Active,1,1
P003790,David Johnson,1960-09-03,F,1983-11-04,2027-10-23,43,1456.65,Defined Benefit,0.0,East,2026-03-23,2,J***,Bank Transfer,****8519,1.0125,1,2024-09-30T17:10:26.844808,67.0,Active,0,1
P003791,Michael Wilson,1969-05-23,M,1999-05-10,2032-08-01,33,1928.15,Defined Benefit,0.0,West,2031-03-04,1,Beneficiary Not Registered,Bank Transfer,****1652,1.005,1,2025-02-23T17:10:26.845071,63.0,Active,1,1
P003792,Elizabeth Wilson,1961-09-04,F,1986-11-27,2017-07-16,30,1462.97,Defined Benefit,0.0,South,2016-05-10,1,Beneficiary Not Registered,Bank Transfer,****1873,1.0079,0,2021-12-20T17:10:26.845326,55.0,Active,1,1
P003793,Sarah Williams,1941-12-31,F,1961-08-28,2005-10-28,44,1805.99,Defined Benefit,0.0,North,2005-09-29,1,Beneficiary Not Registered,Cheque,****1069,1.02,0,2022-10-04T17:10:26.845554,63.0,Active,1,1
P003794,Sarah Brown,1954-03-19,F,1980-04-23,2020-08-03,40,1419.55,Defined Benefit,8517.3,West,2019-05-21,0,P***,Direct Deposit,****1767,1.0095,0,2023-03-14T17:10:26.845854,66.0,Active,0,1
P003795,William Thomas,1947-03-22,F,1972-01-14,2005-01-02,32,1540.33,Defined Benefit,50830.89,West,2003-07-25,1,Beneficiary Not Registered,Bank Transfer,****1410,1.0089,0,2024-03-25T17:10:26.846188,57.0,Active,1,1
P003796,James Thomas,1952-04-18,F,1974-01-18,2019-01-08,45,2214.65,Defined Contribution,53151.6,East,2018-06-29,0,J***,Bank Transfer,****9026,1.0097,0,2021-08-19T17:10:26.846470,66.0,Active,0,1
P003797,Linda Jackson,1966-06-15,F,1995-10-07,2032-03-04,36,1909.53,Defined Benefit,0.0,North,2031-08-31,1,Beneficiary Not Registered,Cheque,****2139,1.0063,1,2023-03-03T17:10:26.846686,65.0,Active,1,1
P003798,Barbara Smith,1955-08-01,F,1988-02-27,2012-11-03,24,1877.52,Defined Contribution,0.0,South,2012-10-05,1,Beneficiary Not Registered,Bank Transfer,****7614,1.0065,0,2023-11-09T17:10:26.846948,57.0,Active,1,1
P003799,Michael Wilson,1950-07-23,M,1973-12-27,2013-02-04,39,1491.69,Defined Benefit,0.0,North,2012-04-18,0,Beneficiary Not Registered,Direct Deposit,****9288,1.0272,0,2023-04-28T17:10:26.847207,62.0,Active,1,1
P003800,Sarah Gonzalez,1940-06-09,M,1971-01-06,1995-09-29,24,1132.74,Defined Benefit,0.0,West,1995-01-13,1,E***,Bank Transfer,****5085,1.0197,0,2025-03-26T17:10:26.847488,55.0,Active,0,1
P003801,John Martinez,1960-04-17,M,1986-12-04,2025-05-01,38,2287.02,Defined Benefit,0.0,East,2023-11-21,1,Beneficiary Not Registered,Bank Transfer,****6257,1.0224,0,2025-06-08T17:10:26.847706,65.0,Active,1,1
P003802,James Moore,1952-12-20,F,1976-03-08,2020-10-20,44,1454.51,Defined Benefit,26181.18,South,2019-01-01,1,T***,Bank Transfer,****3122,1.0269,0,2022-02-13T17:10:26.848021,67.0,Active,0,1
P003803,Susan Garcia,1956-01-05,M,1981-03-22,2019-05-28,38,2154.88,Defined Benefit,0.0,South,2017-07-31,0,Beneficiary Not Registered,Bank Transfer,****4593,1.0122,0,2025-11-25T17:10:26.848293,63.0,Active,1,1
P003804,Barbara Lopez,1951-05-28,M,1984-06-01,2012-04-07,27,1575.52,Defined Benefit,0.0,Central,2010-10-15,0,R***,Bank Transfer,****4642,1.0131,0,2021-06-18T17:10:26.848594,60.0,Active,0,1
P003805,Joseph Anderson,1975-09-28,M,2007-09-28,2033-06-12,25,2865.69,Defined Contribution,0.0,West,2031-11-08,0,K***,Bank Transfer,****8491,1.0358,1,2022-07-20T17:10:26.848868,57.0,Active,0,1
P003806,David Thomas,1950-08-22,M,1974-11-09,2012-01-01,37,1699.49,Defined Benefit,0.0,West,2011-05-22,1,Beneficiary Not Registered,Direct Deposit,****8806,1.0145,0,2022-12-28T17:10:26.849112,61.0,Active,1,1
P003807,Richard Thomas,1943-05-08,F,1962-02-06,2011-12-18,49,718.33,Defined Contribution,22986.56,North,2010-10-18,0,R***,Bank Transfer,****7646,1.0218,0,2023-07-21T17:10:26.849440,68.0,Active,0,1
P003808,Jennifer Lopez,1975-11-14,F,2009-06-19,2043-12-18,34,1913.75,Defined Contribution,0.0,West,2042-05-20,0,W***,Cheque,****9597,1.0099,1,2021-07-02T17:10:26.849736,68.0,Active,0,1
P003809,James Wilson,1950-05-25,M,1979-01-30,2016-04-11,37,1725.96,Defined Benefit,34519.2,Central,2015-01-13,0,Beneficiary Not Registered,Bank Transfer,****3681,1.0165,0,2023-07-07T17:10:26.850036,65.0,Active,1,1
P003810,Karen Rodriguez,1945-11-27,M,1974-11-14,2001-01-06,26,1261.19,Defined Benefit,0.0,South,2000-07-14,1,Beneficiary Not Registered,Bank Transfer,****1429,1.0021,0,2025-02-14T17:10:26.850267,55.0,Active,1,1
P003811,Jennifer Jackson,1963-07-25,M,1993-07-03,2023-05-26,29,1977.34,Defined Benefit,0.0,Central,2022-09-02,2,E***,Bank Transfer,****6798,1.0281,0,2021-01-20T17:10:26.850583,59.0,Active,0,1
P003812,Mary Jackson,1960-02-10,F,1983-06-21,2020-12-27,37,1748.58,Defined Benefit,0.0,South,2020-07-27,0,S***,Direct Deposit,****4318,1.023,0,2025-06-03T17:10:26.850844,60.0,Active,0,1
P003813,Charles Jones,1962-01-19,F,1983-09-29,2026-11-10,43,1986.96,Defined Contribution,33778.32,East,2025-10-29,1,Beneficiary Not Registered,Direct Deposit,****6976,1.0186,1,2021-09-29T17:10:26.851119,64.0,Active,1,1
P003814,Patricia Gonzalez,1972-11-30,F,1992-04-01,2042-07-30,50,2100.14,Defined Contribution,0.0,East,2042-05-08,0,S***,Bank Transfer,****3080,1.0169,1,2021-06-06T17:10:26.851412,69.0,Active,0,1
P003815,Robert Davis,1946-08-04,M,1970-10-13,2015-04-04,44,1802.28,Defined Benefit,0.0,West,2013-04-13,0,K***,Direct Deposit,****9719,1.0229,0,2025-07-24T17:10:26.851719,68.0,Active,0,1
P003816,Susan Smith,1949-07-09,M,1971-01-08,2011-05-08,40,1318.85,Defined Benefit,34290.1,North,2009-05-11,0,Beneficiary Not Registered,Bank Transfer,****6716,1.0196,0,2023-12-31T17:10:26.851948,61.0,Active,1,1
P003817,Mary Jackson,1973-06-26,F,2002-05-14,2029-05-03,26,2357.76,Defined Benefit,0.0,West,2028-10-16,0,J***,Bank Transfer,****9313,1.0041,1,2024-03-17T17:10:26.852249,55.0,Active,0,1
P003818,Karen Martin,1963-06-05,M,1994-01-08,2032-06-18,38,1294.77,Defined Benefit,42727.41,Central,2030-07-08,1,Beneficiary Not Registered,Bank Transfer,****9322,1.0217,1,2023-01-16T17:10:26.852505,69.0,Active,1,1
P003819,David Garcia,1970-08-11,M,1993-06-26,2031-08-30,38,1021.4,Defined Contribution,20428.0,West,2030-07-30,1,J***,Bank Transfer,****4816,1.0175,1,2022-12-14T17:10:26.852819,61.0,Active,0,1
P003820,Elizabeth Moore,1961-02-15,M,1981-02-04,2027-08-06,46,1797.19,Defined Contribution,0.0,North,2027-06-24,1,Beneficiary Not Registered,Direct Deposit,****3114,1.0253,1,2023-07-14T17:10:26.853036,66.0,Active,1,1
P003821,Robert Smith,1954-03-23,M,1976-04-24,2019-12-30,43,1498.2,Defined Benefit,0.0,Central,2019-06-16,0,S***,Bank Transfer,****2852,1.0139,0,2024-11-11T17:10:26.853504,65.0,Active,0,1
P003822,Thomas Gonzalez,1944-06-17,M,1976-09-16,2005-03-10,28,2295.48,Defined Benefit,0.0,South,2003-08-29,1,S***,Direct Deposit,****8004,1.0345,0,2025-06-23T17:10:26.866147,60.0,Active,0,1
P003823,Barbara Thomas,1941-02-26,F,1967-07-27,2000-02-26,32,1458.22,Defined Contribution,0.0,Central,1998-07-11,0,B***,Bank Transfer,****4250,1.0256,0,2022-10-06T17:10:26.866469,59.0,Active,0,1
